,Audio,SpeakerRole,Transcript,Word2Vec,Loudness,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,ZCR,Chroma_1,Chroma_2,Chroma_3,Chroma_4,Chroma_5,Chroma_6,Chroma_7,Chroma_8,Chroma_9,Chroma_10,Chroma_11,Chroma_12,Mel_1,Mel_2,Mel_3,Mel_4,Mel_5,Mel_6,Mel_7,Mel_8,Mel_9,Mel_10,Mel_11,Mel_12,EmotionScore
10,./data/audio/agent/4413490f33f34e54.wav,agent,thank you for calling have a great day,"[-0.4454322   0.13849233 -0.22299221 -0.44487092  0.07073636 -0.20639989
 -0.01448107  0.8683721  -0.6508573  -0.2956089  -0.5321491  -0.59422976
 -0.3925573  -0.07800965  0.33053118 -0.3464126   0.288353    0.06425233
 -0.04333102 -0.8542363  -0.13717195 -0.0645727   0.35367382 -0.09725745
  0.21359535  0.18070018 -0.38102257 -0.08030353 -0.13957103  0.54064894
  0.43812367 -0.23626092  0.06317334 -0.6105155  -0.344754    0.02062186
 -0.2882331   0.2663112   0.16691893 -0.4357664   0.08958598 -0.27737772
 -0.27128237  0.39616647 -0.16976897 -0.36377957  0.02754323 -0.02649179
 -0.18618709  0.20136735  0.35318708 -0.58300567  0.21069157 -0.21229076
 -0.4959644  -0.06783853  0.41240925 -0.32487658 -0.230759    0.26635504
  0.24488589 -0.17535025  0.71642226  0.17507851 -0.38775375  0.7430287
  0.7525151   0.7662184  -0.46945572  0.05366097  0.14212042  0.18665671
  0.48262286  0.18310304  0.26583108  0.2758655   0.22753933  0.07750324
 -0.12831938 -0.1535637  -0.13257182 -0.17906855 -0.12136753  0.18690592
 -0.02846407 -0.2194452   0.31634742 -0.0512904   0.2546357  -0.05878777
  0.846223    0.44636673  0.33388054 -0.13042383  0.7384745   0.6068501
  0.6185433  -0.24499938  0.451992   -0.03280891]",-0.4915903720737662,0.5503789456580378,0.2973226857424385,0.08460494183059157,-0.046907461314781,-0.08550466752528012,-0.03924036919927281,0.05614712101191941,0.08865819684505176,0.14331729956642153,0.29538247560486947,0.42837977516970066,0.397450775887965,-0.1984446800989748,-0.10622330656436753,-0.24233289431331703,-0.2750894627886386,-0.3380982243186376,-0.5950226791552415,-0.6003923672007713,-0.5601859414039976,-0.4437893951527661,-0.5377587458440645,-0.5090685537358497,-0.5070051505439914,-0.37557430619275584,-0.443373040118459,-0.6769796689704375,-0.7297818981301623,-0.6743245181765495,-0.6569939374186328,-0.654175772456208,-0.6569807452353337,-0.6507866237673986,-0.637261873079205,-0.6528958735130728,-0.6234533247368844,-0.7149022515285305,"{'neutral': 0.30601611733436584, 'negative': 0.024137360975146294, 'positive': 0.6698465347290039}"
11,./data/audio/agent/7033b5b7a8fc4aee.wav,agent,hello this is harper valley national bank,"[ 2.11958890e-03  2.61217386e-01  9.44602668e-01  8.92249584e-01
  8.70212913e-01 -1.45865187e-01  4.21682656e-01  3.64382833e-01
 -1.09208834e+00  1.20220505e-01 -1.97662622e-01 -1.17302954e+00
 -1.96872223e-02  3.99332464e-01  1.09305181e-01  3.97053063e-01
 -3.88635635e-01  4.44776475e-01 -9.72660035e-02 -1.40498471e+00
  3.53983968e-01  7.73722112e-01  3.28968853e-01 -4.40109074e-01
 -4.09049660e-01  8.06734443e-01 -2.21383736e-01 -6.41442537e-02
 -4.85896289e-01  1.31931005e-03  1.00578621e-01 -4.20771271e-01
  4.57781404e-01 -5.43374062e-01  2.76962847e-01  9.66428399e-01
  1.48961470e-01 -3.40571739e-02 -1.67673320e-01 -5.11676908e-01
  7.44678080e-01 -7.03335881e-01 -7.45990694e-01  7.79266894e-01
  7.05041230e-01 -2.44042426e-01 -8.70853901e-01 -1.50348902e-01
  9.05658364e-01 -3.67769539e-01 -4.80408102e-01  1.81151070e-02
  8.99572730e-01 -4.68382053e-02  7.12029755e-01  4.27299589e-01
 -4.03602347e-02 -2.01919943e-01  3.21650475e-01  1.86788753e-01
 -2.17956349e-01 -4.67556179e-01 -6.02169819e-02  2.87693441e-01
 -4.85032164e-02  2.03438327e-01 -2.91346610e-01  1.15308690e+00
  2.44731754e-01  4.42566454e-01 -6.88144122e-04 -1.21736765e-01
  3.43827903e-01  4.33302820e-01  6.84473589e-02  2.60178328e-01
  5.42056501e-01 -7.33270824e-01  5.30799270e-01 -9.81081605e-01
 -7.47989893e-01 -3.10607553e-01 -6.52485937e-02 -4.81469303e-01
 -3.38778734e-01 -2.41113084e-04  8.86832923e-02 -3.86195272e-01
  4.91042227e-01  5.93739569e-01  2.29886964e-01  2.31064603e-01
  4.72748458e-01 -1.23339444e-02  4.66620862e-01  8.09533954e-01
  9.42733735e-02 -4.67697755e-02  5.24824083e-01 -3.49547833e-01]",-0.5054625257612493,0.2234621634533771,0.25419090194780025,0.3155171994627812,0.18508697553692774,0.08275391534206118,0.0797037917021398,0.06238732280758561,-0.009052662645688422,0.027148882633596574,0.17069767583414863,0.2806010189093479,0.40715840864024583,-0.36379208321654355,-0.6312534811529927,-0.6842587571885695,-0.7005648752355792,-0.6695674348572457,-0.63963984526932,-0.5342720703544943,-0.43215586721656574,-0.37348062616882266,-0.4105768161871379,-0.6100924836517506,-0.592689555298269,-0.5561824195648164,-0.7719425973587956,-0.7709388966150333,-0.7604682832255475,-0.772024651560069,-0.6326042978350319,-0.5269106863135776,-0.5741872430894727,-0.5521035331344545,-0.4902700084183391,-0.54973912469085,-0.6468345436410303,-0.7115989659866626,"{'neutral': 0.39168041944503784, 'negative': 0.06906116008758545, 'positive': 0.5392584800720215}"
12,./data/audio/agent/7033b5b7a8fc4aee.wav,agent,my name is mary [noise] how can i help you today,"[-2.78671890e-01  1.07374728e-01  4.25461531e-01  2.63958573e-01
  2.65778750e-01 -3.15761387e-01  3.42721641e-01  4.69955385e-01
 -6.54078841e-01 -1.99285969e-01  5.27905785e-02 -2.45434240e-01
 -2.70124584e-01  1.81874968e-02  3.30466479e-01  2.11859152e-01
 -5.89351244e-02  1.06793284e-01  3.20459343e-02 -4.98220354e-01
  1.64491281e-01  4.26946938e-01  3.38645458e-01 -2.42423430e-01
  8.89478922e-02  1.52305737e-01  1.14872539e-02 -1.66194037e-01
 -6.33881167e-02 -1.81568906e-01  9.43370014e-02 -2.66791970e-01
  7.52679706e-02  1.28082391e-02  2.68467851e-02  3.44901025e-01
  3.45238447e-01 -1.74429655e-01  3.06724757e-02 -3.91095668e-01
  5.47745526e-01 -3.21898013e-01 -3.47645283e-01  2.68981963e-01
  3.60100657e-01  1.16259821e-01 -4.45027798e-01  1.21781573e-01
  4.35223490e-01 -2.74276048e-01 -2.64657605e-02 -5.10271378e-02
  2.28707001e-01 -3.75893491e-04  6.25431091e-02  2.08887756e-02
  1.15530506e-01 -2.57296741e-01  1.49880171e-01  2.82782521e-02
 -1.42072504e-02  1.89125746e-01 -9.22807828e-02 -2.73805112e-01
 -4.39410694e-02  3.00067961e-01  9.15942788e-02  5.05143464e-01
 -1.63084239e-01  1.38980135e-01 -1.53993875e-01  2.75310904e-01
  1.09259710e-01  1.95522025e-01  1.24573000e-01  1.65167809e-01
  1.07536400e-02 -1.84736595e-01 -6.47737905e-02 -5.06114185e-01
 -9.22160521e-02  3.73011231e-02 -3.85018647e-01  1.28013119e-01
 -5.31297997e-02  1.29716918e-01  1.59303054e-01 -2.43239745e-01
  4.37403977e-01  1.12970822e-01  2.61363238e-01  2.69009560e-01
  2.05008671e-01  7.51166567e-02  5.34232974e-01  4.68195826e-01
  4.70960066e-02 -3.26585114e-01  2.94009030e-01 -4.07191604e-01]",-0.32271880218738636,0.7827245243192792,0.3895032891588089,0.12418457739844711,-0.017905517700608133,-0.047938592839015116,-0.018533462224913238,0.04888149195424227,0.15405133669167653,0.16463009678082463,0.1500867324604178,0.1616560234074316,0.1754652720745665,-0.5299608551641072,-0.5830348010912605,-0.24134171707696261,-0.3149845674180058,-0.5520597442962233,-0.6598301020213317,-0.5962783129140772,-0.5557859919313716,-0.6437674324875324,-0.6571275141690975,-0.6391126399376403,-0.6790932553352652,-0.6186465352277076,-0.356732781810718,-0.7222924410731014,-0.3527511215426078,-0.3706468869368982,-0.4335561975601312,-0.43138176145015866,-0.4107423510256451,-0.7477128300654124,-0.7782752795415137,-0.676871035205969,-0.731564637349134,-0.804493194126405,"{'neutral': 0.34268009662628174, 'negative': 0.03246236592531204, 'positive': 0.6248576045036316}"
13,./data/audio/caller/7033b5b7a8fc4aee.wav,caller,hi my name is david smith i need to check my account balance,"[ 1.29709795e-01  8.99962485e-02  4.23846066e-01 -2.00687021e-01
  5.82037687e-01 -6.23564005e-01  1.24624789e-01  7.48932600e-01
 -2.68288821e-01 -5.75196505e-01  2.84093887e-01 -4.60979789e-01
 -3.88106018e-01 -6.21031150e-02  3.30443263e-01  4.38807249e-01
 -2.41718590e-01 -3.21939468e-01 -1.44023061e-01 -1.79941848e-01
 -7.91010112e-02  7.70604968e-01  3.18812430e-01 -4.66796339e-01
 -3.12829435e-01  3.52837116e-01  2.41193831e-01 -1.73597544e-01
 -1.27588391e-01 -3.12239647e-01 -2.52530351e-02 -6.23519361e-01
 -5.71239553e-02 -2.75381774e-01 -1.01072118e-01  6.56408370e-01
  2.77588926e-02 -2.98956931e-01 -1.61026180e-01 -2.50874370e-01
  5.39205968e-01 -2.07481340e-01 -2.35061377e-01  1.77950725e-01
  8.78902614e-01  6.05396152e-01 -2.07442164e-01  3.62973772e-02
 -2.62609869e-02  1.34639814e-02 -1.84905618e-01 -1.43689215e-01
  2.08729923e-01 -1.33402318e-01  3.07194024e-01  1.65781096e-01
  2.73268223e-02  2.41897494e-01  2.96026200e-01 -3.06038978e-03
 -1.32348612e-01  1.05024055e-01  6.50312379e-03 -1.00607447e-01
 -1.43387392e-01  2.76087612e-01 -7.71588683e-02  7.43761837e-01
  5.69076650e-02  4.56747770e-01 -1.63087007e-02  5.88211939e-02
  5.53661108e-01  2.31862113e-01  3.96767855e-01 -3.98878492e-02
 -1.68822706e-01 -6.03687018e-04 -1.07014813e-01 -4.42761391e-01
 -2.75756061e-01  3.84395361e-01 -4.59929943e-01  1.06717959e-01
  2.41156086e-01  1.45698577e-01  1.85122788e-01  2.17247933e-01
 -1.37698337e-01 -1.90802678e-01  8.74867663e-03  1.58990830e-01
  3.43880385e-01  2.64628470e-01  5.15199661e-01  6.30739152e-01
 -5.66245914e-02 -2.20038459e-01 -4.08191264e-01 -4.57170665e-01]",-0.5063479954676351,0.6076169843699647,0.5683377756121017,0.3882127958896284,0.27230137909697033,0.20445456092774447,0.16187014878040146,0.14985737242619573,0.04319974052305037,-0.12897994584497227,-0.22182198513896578,-0.22617667473201045,-0.19902983016350287,-0.42408781488536906,-0.12115790326819219,-0.21536198239064927,-0.37611296290235546,-0.06607192372061312,-0.2709311669423249,0.2451936453048523,-0.31919153882789664,-0.2704301222491712,-0.3354841027599074,-0.4711744271319811,-0.5116017278108992,-0.2804939313882197,-0.5542464538294317,-0.49806100746487125,-0.5442864801805671,-0.5077897973977481,-0.5894945859651083,-0.5714784711461487,-0.5532493491613012,-0.521604080323331,-0.39369675333436954,-0.5445948053133909,-0.5850907096087371,-0.5147694559671742,"{'neutral': 0.4399530589580536, 'negative': 0.1530984789133072, 'positive': 0.40694838762283325}"
14,./data/audio/agent/7033b5b7a8fc4aee.wav,agent,which account would you like to check,"[ 0.3445345   0.10474224  0.24199687 -0.59379244  0.67244095 -0.7899926
  0.14302084  1.1509886   0.07384319 -0.85347515  0.4459885  -0.31185699
 -0.50745225 -0.13246444  0.39848942  0.35314542 -0.2077739  -0.52808
 -0.13897695 -0.04996078 -0.2115542   0.6102007   0.30475527 -0.67960393
 -0.25133497  0.03711194  0.475192   -0.1609134  -0.00972217 -0.18704304
  0.18745296 -0.67096364 -0.04928403 -0.35486475 -0.3472279   0.63604665
  0.01926019 -0.07800973 -0.3419224  -0.25730434  0.36747578  0.08428061
 -0.05456387  0.06803576  0.90576726  0.7778652   0.04584932  0.19338192
 -0.44423693  0.20926198  0.08450486 -0.36788523 -0.03986516 -0.21853045
 -0.11637517 -0.00115743  0.14730246  0.3509937   0.06743697  0.02200645
 -0.13220596  0.33146736  0.19145955 -0.21027213 -0.30718106  0.3835544
  0.07150666  0.6645106  -0.23176293  0.32289702 -0.0863519   0.19843781
  0.53580856  0.15856715  0.6847473  -0.2837881  -0.23567216  0.22638895
 -0.36337402 -0.15550342 -0.02906785  0.540311   -0.59747136  0.05220987
  0.5303538   0.24905534  0.33585322  0.38351515 -0.16936985 -0.42125
  0.18450004  0.23285866  0.37752825  0.46242148  0.58389574  0.57153773
 -0.09322262 -0.3016939  -0.43642068 -0.39854592]",-0.3273273063736303,0.48646748555859154,0.2473989637711901,0.12366483676974215,0.11574938100959792,0.1924042693710459,0.3031759256758891,0.418836573531199,0.4953318891845094,0.5478154010229851,0.3771878510660305,0.24900429526420909,0.20942412370703953,-0.4917233106757298,-0.4476831980988359,-0.5989503682029765,-0.6112757630426476,-0.6364298225943299,-0.6219912379166557,-0.5962912751283621,-0.45774714555040746,-0.5945688861768078,-0.4799161924691248,-0.5383520194973009,-0.7071658746192141,-0.6885049299175757,-0.7025409378338786,-0.7671706656952519,-0.795968148925141,-0.7815056516403422,-0.6606434514374236,-0.6865282912294438,-0.7770579877100486,-0.7676819815847696,-0.4414896854875634,-0.7652053572711311,-0.8050012503608771,-0.7983760885704969,"{'neutral': 0.533251166343689, 'negative': 0.2619999349117279, 'positive': 0.20474892854690552}"
15,./data/audio/caller/7033b5b7a8fc4aee.wav,caller,my checking account please,"[ 0.26823035  0.0696414  -0.03405817 -0.20538516  0.11484545 -0.65866977
  0.46333647  0.73099595  0.20850806 -0.3464048   0.43296424 -0.25920835
  0.07889761 -0.05373207 -0.0756278   0.01673333  0.10403449 -0.75260663
 -0.2465698  -0.02028289  0.05551362  0.31541422  0.55761    -0.35449412
 -0.10296008 -0.24357253  0.21901707 -0.14768787 -0.1510519  -0.27615812
  0.17317265 -0.02472607  0.19206643 -0.27231213 -0.40449253  0.8087361
  0.13236226 -0.42502996 -0.5745306  -0.2037372   0.06593138  0.00129071
  0.11813875 -0.20674737  0.63640386  0.44374323  0.10330024 -0.28477785
 -0.19903362  0.2540067   0.24603768 -0.45854354 -0.3709176  -0.25676635
 -0.00438207 -0.08223405  0.23500247  0.5421608  -0.18466039  0.06018578
  0.01206477  0.06036221  0.45813194 -0.321783   -0.24669237  0.17169797
 -0.12887658  0.20403825 -0.40268672  0.11574616 -0.12036692  0.09605511
  0.25695765  0.08779231  0.57975626 -0.30761176 -0.22833024  0.16504653
 -0.50678927  0.36529836 -0.23611216  0.38003173 -0.62474865  0.66538
  0.13367304 -0.04797029  0.6602966   0.6063495  -0.06608077 -0.22777124
  0.09360856  0.22714783  0.1828407   0.08634403  0.77998227  0.08948193
  0.09192279 -0.17834826 -0.3912015  -0.19350612]",-0.2571559439693527,0.6462123780450163,0.5894225825432768,0.35762108391382846,0.1027081963248453,0.015664142078311915,0.06724453081352925,0.16289401459703115,0.3034526328183214,0.4641573375437455,0.3670006219489621,0.26351229723776,0.27795182925323175,-0.3649206349206349,-0.4204584383661618,-0.1728785765880437,-0.1988926518245848,-0.38132898178099,-0.6719984980157562,-0.6854821489014097,-0.5840867890415066,-0.15275540490716752,-0.07712084895637543,-0.12317855194030976,-0.29922143643108806,-0.42295963679617515,-0.48912619016147746,-0.5031399054901143,-0.8105209305871286,-0.7727622761467234,-0.6845720490897479,-0.7029921131499638,-0.7870224229323707,-0.8051824333790923,-0.7599941229012863,-0.5065520215182368,-0.45919912626697434,-0.5132302280517568,"{'neutral': 0.5390062928199768, 'negative': 0.2820599675178528, 'positive': 0.17893368005752563}"
16,./data/audio/agent/7033b5b7a8fc4aee.wav,agent,your checking account balance is ninety eight dollars,"[ 3.63044411e-01  1.24270290e-01 -3.25194634e-02  1.20139837e-01
 -1.62958175e-01 -5.70335388e-01  5.78476071e-01  5.24074316e-01
  2.08874658e-01 -3.14328969e-01  3.56885791e-01 -4.17088121e-01
  3.05010527e-01 -6.71448419e-03 -1.11851126e-01 -4.64197882e-02
  2.89523631e-01 -7.05765486e-01 -1.64643586e-01  4.26471829e-02
  2.96131223e-01  2.09734783e-01  4.83644128e-01 -2.31241047e-01
 -2.10171625e-01 -2.13255778e-01  1.26021862e-01 -1.89070746e-01
 -1.53647825e-01 -3.29466790e-01  8.32278132e-02  1.06458969e-01
  3.45417976e-01 -5.07021606e-01 -3.62967819e-01  9.47487354e-01
  2.80306250e-01 -3.25090438e-01 -7.35072553e-01 -3.06222647e-01
 -1.42941803e-01  4.47605439e-02  4.82666343e-02 -3.86245340e-01
  4.61517185e-01  1.48560613e-01  5.53216189e-02 -4.77011234e-01
  2.04503536e-04  2.30562642e-01  2.93065399e-01 -4.16862369e-01
 -4.52425957e-01 -3.16304922e-01  6.56115189e-02  3.41895819e-02
  7.04393238e-02  5.37172139e-01 -3.97718668e-01  1.10579580e-01
 -5.35392575e-02 -1.41841128e-01  4.59159642e-01 -3.78236055e-01
 -2.72086918e-01  2.72395015e-01 -3.50771278e-01  1.60179794e-01
 -3.98358554e-01  1.71173871e-01 -1.86478570e-01  9.78456140e-02
  4.37384456e-01 -2.99101472e-02  6.40031040e-01 -1.34902358e-01
 -2.73810625e-01  2.05085933e-01 -5.85069299e-01  6.57635450e-01
 -2.53452510e-01  3.48500729e-01 -6.50955200e-01  6.29668176e-01
  4.90262127e-03 -1.27023160e-01  5.74986875e-01  8.09703827e-01
  1.06796794e-01 -4.61974032e-02  1.74659770e-02  2.54339665e-01
 -3.28915082e-02 -1.90910157e-02  6.67285919e-01 -8.83617774e-02
 -1.15351528e-01 -5.29190190e-02 -3.94721866e-01 -1.90930441e-01]",-0.4775720625605275,0.41944587967877073,0.28960433722958734,0.23629737091808548,0.2656942418505667,0.345680977466748,0.4601206116560264,0.5645808611075295,0.5496875817430992,0.39739824868609114,0.2530282461353172,0.23974340431233232,0.28214212863596594,-0.5052453248191829,-0.5916028150118487,-0.7010953426217367,-0.7452264875338876,-0.7471786974150975,-0.7283928223310214,-0.6726117282607594,-0.7067344939895652,-0.5481881109330922,-0.4609706731773024,-0.6607443981241506,-0.652625135695382,-0.6441232254447454,-0.73923373555678,-0.7597215978006947,-0.7679760054949604,-0.770244798584348,-0.7561353944281953,-0.7301299285396937,-0.6867025014771326,-0.6765540976779567,-0.6090632667840431,-0.7646430442180342,-0.7970749964150287,-0.7875313243575102,"{'neutral': 0.6131965517997742, 'negative': 0.21143440902233124, 'positive': 0.1753690093755722}"
17,./data/audio/agent/7033b5b7a8fc4aee.wav,agent,is there anything else i can help you with,"[-0.02315431 -0.13554737  0.21956511  0.62834334 -0.38516545 -0.5139297
  0.3160918   0.09227114 -0.48942176 -0.2888219   0.15096122 -0.33083355
 -0.0295653   0.1954297  -0.02585526 -0.06052758  0.04737286 -0.49329877
 -0.05112809 -0.69337255  0.0874536   0.34578213  0.440353    0.15635215
 -0.21432702  0.2285912  -0.20474382  0.02162803 -0.21876304 -0.35755268
 -0.09658087  0.11461604  0.541851    0.25461647  0.20687424  0.30548894
  0.15973319 -0.2565038  -0.26166353 -0.20226385 -0.14204983 -0.12534276
 -0.69503736  0.31204876 -0.02059805  0.22626235 -0.4592154  -0.15296495
  0.05799465  0.29041383 -0.17956555  0.28054684  0.0224977  -0.14120619
  0.5933248  -0.22221595 -0.13079403 -0.18030167 -0.19365336  0.32983723
 -0.4082081  -0.07724606  0.21563232 -0.11331896 -0.11342573 -0.08146395
 -0.37611762  0.21783535 -0.06342182 -0.00702493  0.07263143  0.6197639
 -0.0668399  -0.26103738  0.49174798  0.24096291  0.3030258  -0.27304173
 -0.00483765 -0.10817564 -0.22170703  0.17377037 -0.06564683  0.7066948
 -0.44347897 -0.22250724  0.2408455   0.77782273  0.4727188   0.12782358
 -0.03682603  0.3704984   0.31345072  0.36605617  0.3217554   0.04348768
  0.11130571  0.064545    0.4614625  -0.10544432]",-0.2517155917131173,0.7027131218297207,0.4509829671159096,0.294051952771288,0.2657955791105014,0.34994964486528607,0.4524041231311995,0.5027914362032142,0.4898044582059195,0.36415660102285846,0.2612539768081003,0.21704652888674927,0.19984730011788507,-0.1767676767676769,0.033943505603599246,-0.5367024157440187,-0.6545821435098432,-0.6707439827217443,-0.6572873305967255,-0.6332702975088914,-0.6507236191614295,-0.5379672241113163,-0.6761762157982097,-0.6741125281754851,-0.6509152610418139,-0.6631585713117242,-0.713120947616401,-0.7502484022534016,-0.7271370155062548,-0.7138008512533086,-0.6676424255125969,-0.7436807782259068,-0.7313991786407795,-0.6812249052580558,-0.7537069481107807,-0.7741527163485443,-0.78152737589297,-0.7859819554419024,"{'neutral': 0.36328017711639404, 'negative': 0.07849089801311493, 'positive': 0.5582288503646851}"
18,./data/audio/caller/7033b5b7a8fc4aee.wav,caller,nope that'll be all,"[-0.25639352  0.02276968 -0.13164054 -0.12148097 -0.00796052 -0.16415198
  0.12297156  0.4938833  -0.42939132 -0.08975075 -0.28309414 -0.38162333
 -0.01396102  0.16740832  0.1715402  -0.02288277  0.16251439  0.02098913
  0.05768564 -0.50932485  0.07279341  0.00296323  0.20888925 -0.22080335
  0.19280538  0.06872457 -0.28946716 -0.09770118 -0.26275212  0.08254474
  0.2265275  -0.02845484 -0.02185263 -0.27104798 -0.13825734  0.15549041
 -0.02490889 -0.10445911  0.01773991 -0.17274782  0.13905874 -0.26239538
 -0.20612279  0.26743266 -0.01560798 -0.36019132 -0.09842806 -0.14436483
  0.05070745  0.11875874  0.23553488 -0.2777536   0.20169997 -0.12351502
 -0.18548626  0.10091142  0.18201122 -0.04685702 -0.12256964  0.12021869
  0.20902584 -0.13686264  0.23126313  0.06318668 -0.16677564  0.42143726
  0.38964176  0.4816717  -0.23500362  0.26193145  0.01006282 -0.00503969
  0.23401345  0.1319913   0.04570246  0.2617115   0.13538174  0.01686754
 -0.07245073 -0.07924026 -0.188615   -0.17459063 -0.13559383  0.2945851
 -0.1310824  -0.11877821  0.19020149 -0.070801    0.15723565 -0.05160336
  0.46793735  0.28539547  0.10609958 -0.15578857  0.48120844  0.33223116
  0.44468987 -0.06550611  0.29203686 -0.03069973]",-0.2282509429731656,0.6272813091515915,0.32358858690995224,0.21869348952205522,0.2207811601055829,0.21136740687825595,0.031208731029865693,-0.026732776733791912,0.0016408032902026175,0.01087460872610189,0.04384625107595747,0.11722287724541951,0.251864926085964,-0.4340104013345108,-0.10549884414886035,-0.3310308172381799,-0.6278967474682696,-0.6974271466678031,-0.6500382245778918,-0.6633750496812505,-0.575005641146706,-0.33047235815091436,-0.4362107489676407,-0.5430432701137489,-0.5587371302658952,-0.4390402803178393,-0.7798672674690096,-0.8091271018196293,-0.8206368000308717,-0.8251347718934497,-0.8230229287359482,-0.8131846122640382,-0.766537822185389,-0.6566403292562443,-0.6310774682574986,-0.6637807086957762,-0.7195916148040945,-0.7503442856352601,"{'neutral': 0.4952872693538666, 'negative': 0.16770310699939728, 'positive': 0.33700960874557495}"
19,./data/audio/caller/7033b5b7a8fc4aee.wav,caller,,,-0.3266939411683527,0.6009895898209288,0.554995499713316,0.5360292959332001,0.3854009067548978,0.26875365284851016,0.23038628534904346,0.2699871202609712,0.3948889846598968,,,,,-0.012562814070351674,-0.06294414781764308,-0.5075483745837338,-0.12675067101026874,-0.42005332813275076,0.08677520584020397,-0.24216515388919557,-0.3357461374660052,-0.3772007242056858,,,,,-0.2894830899056229,-0.23535725637800364,-0.03397042564129683,-0.49587525434352037,-0.6308410767817082,-0.782292598536796,-0.792220085938971,-0.7935181729938438,,,,,"{'neutral': 0.5463939905166626, 'negative': 0.26305127143859863, 'positive': 0.19055472314357758}"
20,./data/audio/agent/7033b5b7a8fc4aee.wav,agent,thank you for your call have a great day,"[-0.29439294  0.10741402 -0.15919025 -0.3302379   0.07542861 -0.1687399
  0.03879297  0.7296926  -0.50587344 -0.22948343 -0.41876793 -0.5049652
 -0.2713803  -0.0327814   0.23329908 -0.28737915  0.18771969  0.00093523
 -0.04257256 -0.71393776 -0.1220817  -0.04725843  0.2761294  -0.12894398
  0.15341777  0.10223838 -0.2639127  -0.05010927 -0.14185508  0.40561527
  0.3495741  -0.18889038  0.06745402 -0.45616394 -0.30486846  0.06164194
 -0.17079888  0.19012833  0.11199704 -0.3533361   0.08162251 -0.2123199
 -0.21814016  0.2935908  -0.0973137  -0.26418823  0.01615848 -0.03418668
 -0.13646257  0.1779145   0.27741843 -0.48239368  0.18834946 -0.18608482
 -0.37859386 -0.04890875  0.28773996 -0.22999121 -0.21306711  0.209637
  0.18223251 -0.14171776  0.55760664  0.11520018 -0.32842064  0.5896662
  0.585941    0.6040561  -0.41798615  0.089488    0.10020138  0.17832355
  0.4104631   0.13216352  0.21573013  0.20468068  0.20200887  0.0460625
 -0.1183859  -0.10994174 -0.11758837 -0.13208766 -0.16495746  0.17571872
 -0.04959895 -0.17928177  0.25776428 -0.02982012  0.2355602  -0.03864447
  0.6678507   0.3666497   0.25939965 -0.07623972  0.6258844   0.4619456
  0.45910728 -0.17962681  0.37391016 -0.05493236]",-0.5094210696713197,0.26895802758673953,0.20798289274496876,0.26450453109898353,0.35454463032634936,0.4551583726191874,0.5674466398718133,0.5726176963523094,0.47445014231650035,0.4112636279415695,0.3850594111113512,0.3571384236203478,0.35699571019979964,-0.3836469824789099,-0.5775288240790627,-0.6160119922322126,-0.6129138863240222,-0.6316920837383917,-0.6306305502137951,-0.566701715668298,-0.5075143713690652,-0.4137551243539303,-0.4533056696324082,-0.6437802052007252,-0.6331388530165345,-0.6248850383259564,-0.7415726830706877,-0.7521510821389992,-0.6923683921873658,-0.8068944812998889,-0.8276582683630013,-0.8279138817764063,-0.7056410707084946,-0.798251019774335,-0.8104986927977137,-0.8024704488853862,-0.7724619341613872,-0.7710489152536989,"{'neutral': 0.30518433451652527, 'negative': 0.025892553851008415, 'positive': 0.6689231395721436}"
21,./data/audio/caller/7033b5b7a8fc4aee.wav,caller,you too,,-0.06168344027391076,0.6753777694818588,0.37925058990734994,0.2105608946392271,0.14519736991211143,0.1246931556460592,0.18350963268012022,0.26969482309074694,0.3401470427209658,0.35290418693721337,0.2422079396086647,0.07666990534815551,0.033632081759904016,-0.24193548387096775,-0.5316250776022402,-0.3736807954436872,-0.3684224007173231,-0.551518719791964,-0.637737190722897,-0.6711539837900847,-0.6101867658105797,-0.5561009093848802,-0.41294387122686577,-0.10850622286613958,-0.03332699206861597,-0.43018544791264973,-0.8106125487551404,-0.8113486740141408,-0.8090012861256057,-0.8044702408652927,-0.8036366518021371,-0.8053247594215961,-0.8108245527266101,-0.8181428428280112,-0.6064110829718091,-0.7321021499771705,-0.6830878125125611,-0.6306311778022334,"{'neutral': 0.5171098113059998, 'negative': 0.22560448944568634, 'positive': 0.25728562474250793}"
